SentimentText,UserName,CreationDate,Image,Location,FollowerCount,FollowingCount,Verified,ReTweet,Likes,ID,Polarity,bio
"New Video!

Why YOU might want to AVOID the One Plus 9 Pro
https://t.co/HwWiEX0GsR https://t.co/ckYlvU1OoI",mrtechrant,04/13/2021 01:33:30,https://pbs.twimg.com/profile_images/1348097818347581442/L7YqNs--_normal.jpg,,2173,153,False,0,3,1381963758302597121,0.170,I’m just a guy that likes to bring common sense to tech and have some fun along the way.
"Going live at 8:00pm EDT

I'm Ordering the One Plus Watch! My Experience with the OnePlus 9 Pro https://t.co/m2pcnfGjnj via @YouTube @OnePlus_USA https://t.co/zf6r83LGXx",mrtechrant,04/12/2021 11:23:26,https://pbs.twimg.com/profile_images/1348097818347581442/L7YqNs--_normal.jpg,,2173,153,False,2,9,1381749834839908359,0.170,I’m just a guy that likes to bring common sense to tech and have some fun along the way.
"Got a new phone this week.

One Plus 9 Pro.

It's a little different. But I'm getting used to it, and loving it so far!!",brynjar_bearson,04/10/2021 11:30:05,https://pbs.twimg.com/profile_images/1364432124355350532/VB0BxDEK_normal.jpg,,72,926,False,0,3,1380845537142824961,0.141,| 23 year old Brown Bear. | Demisexual. | He/Him | 🇩🇪/🇺🇸 | Sometimes an artist. | FA: @kijani_l |💕 Taken by @GlideHeart 💕|
@Joe__Tennis @BurgerKingUK I got a new mobile phone one plus 9 pro.,bjorn6,04/11/2021 06:35:06,https://pbs.twimg.com/profile_images/845640492519997442/0QV0B51h_normal.jpg,,675,3023,False,0,1,1381314882419720193,0.136,"I love tennis, and technology"
"One plus 9 Pro isn't worth buying it. Lot many issues 😫
- Over Heating
- Foreclosure of Camera App📸
- Refresh rate Poor in some apps

Hope 🥺 @oneplus @PeteLau 
Fix these 
#OnePlus9Series5G
#OnePlus9Pro https://t.co/74VXgKFAPs",_itsmelokesh,04/13/2021 04:53:17,https://pbs.twimg.com/profile_images/1381832112798453760/aHZWMJ6N_normal.jpg,,972,35,False,0,2,1381832844142542849,0.133,"Laterning the lights on my way ❤️
@itslavanya ❤️
@nameisnani 😎"
@manukumarjain @XiaomiIndia We really appreciate for getting such great phone in india pls get the price right one plus 9 pro was really disappointing in pricing battery life was disaster over heating am customer who is using o plus 9 pro if price of mi 11 ultra s very competitive definitely wll lk fr chnge,nov2saluahmed,04/09/2021 02:20:48,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,5,57,False,0,0,1380526112019640321,0.126,
"@OnePlus_IN @OnePlus_Support @PeteLau  I saw only two 5g bands on the One plus 9 pro.  I wanted to ask, is it advisable to buy one plus 9 pro in India now because I'll be going for my higher education in the US this August this year for almost 2 to 3 years?",abbyabbyshek,04/14/2021 07:00:33,https://pbs.twimg.com/profile_images/1366995732096421888/BdQJkrBK_normal.jpg,,2,2,False,0,0,1382227258702696448,0.125,
"Finished my first review! I spent a week with the One Plus 9 Pro and here are my thoughts.

https://t.co/pF4G6uPmL8",WillGraf7,04/12/2021 11:24:51,https://pbs.twimg.com/profile_images/1178483785110671360/cfbE37R-_normal.jpg,,590,956,False,0,1,1381750187933188096,0.106,"24. Tech Enthusiast. Former Halo Competitor. “Toward the good, toward the brave, toward love”"
Got the new one plus pro 9 5G today. Sick phone definitely happy with it so far!,heartz22,04/13/2021 12:07:43,https://pbs.twimg.com/profile_images/1347684991967309829/Oo1mcV32_normal.jpg,,318,207,False,0,1,1381760977696350209,0.086,Now where the fuck should I really even start
"@OnePlus_IN Nothing is like a future photography in one Plus 9 pro it's totally marketing geemic  it's way back from iphone 7-8 
Nothing extraordinary",guruduttpandya2,04/13/2021 03:02:49,https://pbs.twimg.com/profile_images/869486384779743232/PmMt9aMa_normal.jpg,,44,450,False,0,0,1381986237188206592,0.083,Exploring
@OnePlus_IN or better #oneplus9_5g_two_bands_series you have only given 1 band in 9r and 2 in 9/9 pro what level of confidence you have got one plus and not to forget plastic frame and no ois i mean why do you even care to put the hasselblad camera in op9 huh,Bhavya7489,04/11/2021 03:54:16,https://pbs.twimg.com/profile_images/1154861272132751360/n5FiZyA5_normal.jpg,,51,466,False,0,0,1381274408090624000,0.062,
"@geekyranjit @adroitaman I'd say One plus 7 pro was last decent Smartphone from OnePlus. Their Downfall started from One plus 7t. And Probably oneplus 9 pro is the last shot in the coffin, if they keep things as it is.",iamsuvajit,04/14/2021 07:47:32,https://pbs.twimg.com/profile_images/946488977581674496/trk4-pFC_normal.jpg,,45,87,False,0,1,1382239083410325504,0.055,
"Wow, I am getting my one plus 9 pro in 4 days, definitely I will send u guys pics https://t.co/XnWMG4n5xS",nikkieychawla,04/10/2021 07:47:23,https://pbs.twimg.com/profile_images/1292719763597090818/GZt7ADtZ_normal.jpg,,433,35,False,0,0,1380970687339225088,0.050,"India’s 1st Transgender Model/Actress, , Content Creator"
"One plus 9 pro (Indian version) seems to be the most disliked phone on YouTube.

Apple's decision to skip iphone9 &amp; jump directly from 8 to 10 seemed crazy but makes sense now.

#9 isn't a lucky number in tech world!",cricketing_monk,04/10/2021 04:05:20,https://pbs.twimg.com/profile_images/844781841907249152/-0izbF8m_normal.jpg,,78,134,False,0,0,1380733612417376257,0.043,Bookmarking memories
"I almost pulled the trigger on a one plus 9 pro to see if the hype is real, but I changed my mind because I know it's the same shit as any other one plus i have owned have to receive a shit load of updates to be semi satisfied.",dogs559,04/11/2021 02:58:41,https://pbs.twimg.com/profile_images/1337627576538263552/KDMRdPET_normal.jpg,,265,173,False,0,5,1381260420955009024,0.029,
So I need to get a new phone soon cause my battery just can't last half a day anymore. I'm thinking about getting the One Plus 9 Pro or the Samsung galaxy s21 ultra. Unless there's a new phone coming out that's dope? Thoughts?,MahouShoujoMoon,04/11/2021 07:53:11,https://pbs.twimg.com/profile_images/1380731415751368706/E9ayVKuf_normal.jpg,,646,583,False,0,2,1381334534440976390,0.026,"Weird/gross fetish artist. 🔞 No Minors, Extremely NSFW. 
32 | Transfemme Lesbian | Plural Median | Pooltoy Moon (Cow-raccoon) | 🌙🌑
 
@Kahncub 💍 💖🏳️‍⚧️"
"@OnePlus_Support is the one plus 9 pro available in Saudi Arabia??

You guys are very disconnected from middle eastern region it's very frustrating for One plus fans",almo8and,04/11/2021 11:29:12,https://pbs.twimg.com/profile_images/1201075500573167616/2Jqd3E1i_normal.jpg,,108,456,False,0,0,1381207703360577537,0.020,Let's mess shit up
"@OnePlus_IN 
Hello sir I have one plus 6t  and I want to upgrade with one plus 9 pro. But one plus 6t which I purchased on 2019 value goes down  which is not good for existing customers. One plus launching new models very fast and old models value goes down very fast. Help me pls",Manmeetbhai,04/11/2021 11:17:54,https://pbs.twimg.com/profile_images/1082530661913772032/ivr1nIr4_normal.jpg,,254,47,False,0,0,1381204856665350147,0.013,"Aware Indian, aware indian-- Har Har Mahadev"
